word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
Daniele,21,2,24,20
Polverino,24,12,13,7
Agrins,21,23,4,25
Zarins,16,12,25,31
Drazen,20,10,1,15
Beser,31,28,25,11
Miljenko,11,10,26,20
Mumler,23,15,2,31
Jamir,20,23,4,20
Cvetko,16,10,2,16
Torshavn,3,11,21,12
Havnar,30,29,8,6
Boltfelag,26,20,14,19
Glentoran,14,20,8,17
Gunda,14,17,25,6
Lumir,21,23,26,23
Mistr,12,13,25,6
Siegl,31,26,13,27
Zdenek,24,23,1,24
Svoboda,23,12,25,19
Edinburgh,16,14,21,16
McPherson,27,24,25,20
Vinko,25,14,8,31
Marinovic,31,9,5,12
Rishon-Lezion,10,30,12,7
Anjalonkoski,15,26,8,0
MyPa-@,27,18,14,6
Karabach,19,7,14,4
Agdam,9,18,5,17
Azerbaijan,10,7,30,12
Mypa-@,9,20,26,25
Sloga,19,29,8,21
Jugomagnat,30,18,26,0
Moshe,24,29,6,24
Sabag,28,12,25,6
Nissan,11,15,1,28
Kapeta,22,12,9,31
Cibola,16,26,8,22
Constructorol,30,19,8,7
Rogachev,7,12,29,11
Skidan,24,12,2,28
GOTHENBURG,18,30,30,24
FERENCVAROS,14,7,14,18
Ferenc,24,17,4,28
NEWCOMBE,21,15,4,25
PONDERS,8,5,27,26
HIS,13,27,28,13
DAVIS,14,14,14,31
Roche,27,29,22,20
Split,26,16,16,9
clay,10,25,23,30
Croatians,13,21,28,0
boasts,12,22,2,13
hard-pressed,11,1,7,3
Fraser,11,15,16,28
Hwang,12,29,4,0
Sun-ho,25,18,14,31
Samad,21,24,22,16
Ismail,23,15,29,19
Dijk,24,24,2,28
Pang,11,29,6,20
Nunung,21,29,1,24
Subandoro,16,29,10,20
Fung,24,10,1,25
Permadi,16,26,25,11
Cindana,11,15,16,5
@ama,20,29,1,20
Margit,23,10,15,0
Borg,31,26,25,27
Jian,10,24,4,31
Andrievskaqya,12,12,31,29
Meluawati,21,29,6,20
Chan,24,15,24,28
Chia,25,12,22,11
Fong,16,9,4,31
Gong,29,2,4,28
Zhichao,25,15,22,22
Lufung,16,15,2,7
Zeng,11,15,27,11
Yaqiong,16,24,22,16
Feng,11,9,8,27
Magnusson,4,17,25,18
Ishwari,31,10,1,20
Boopathy,16,12,25,28
Olivia,23,2,27,22
REVISED,13,5,1,26
MEN,26,27,1,5
Draw,5,20,19,30
Rudd,16,17,13,6
Chesnokov,23,24,29,27
Hendrik,11,2,1,20
Dreekman,16,24,8,7
Rusedski,16,17,25,7
Younnes,11,29,12,8
Mauricio,11,23,16,20
Hadad,16,24,25,31
Vince,21,2,6,24
Spadea,25,9,22,31
DAVEY,20,24,1,20
HOSPITALIZED,12,27,18,5
hospitalized,4,20,2,1
experiencing,8,0,28,3
dizziness,12,22,25,13
bench,12,27,6,11
off-season,12,4,2,21
Regan,16,23,25,7
Mets,7,26,5,0
slumping,7,0,1,5
GREER,23,15,15,10
HOMER,12,5,18,14
LIFTS,4,21,18,1
INDIANS,30,11,21,23
off-speed,12,22,7,3
intense,1,16,28,15
Mickey,11,2,27,20
Cochrane,31,26,25,31
catchers,8,23,7,5
Lofton,28,12,25,27
Vosberg,14,12,25,11
scoreless,12,8,18,2
A.L.,31,13,8,31
Erickson,10,14,25,19
laboured,13,5,7,2
Hoiles,10,9,25,11
Dickson,11,17,16,28
Jeter,23,29,25,27
pitcher,0,25,27,21
baserunners,23,31,12,30
calf,3,0,2,5
bases-loaded,10,8,7,2
Vaughn,12,24,13,28
collected,12,25,18,13
Brosius,31,28,22,0
Ausmus,16,24,25,10
four-run,19,8,7,31
ERA,14,9,9,11
Twins,19,20,8,4
COCU,11,29,1,24
EARNS,1,21,23,30
spur,8,5,1,1
bicycle,23,8,6,3
scorer,8,21,7,1
marksmen,8,27,7,1
Eykeren,23,1,18,5
SHARPSHOOTER,10,5,25,31
KNUP,23,15,26,25
overlooked,8,16,18,21
Artur,11,2,4,23
Fringer,12,26,25,16
fan,7,16,23,21
Pascolo,28,10,9,11
Pascal,21,23,4,15
Zuberbuehler,7,24,8,28
Kubilay,30,2,27,20
Turkyilmaz,26,9,25,20
Galatasaray,5,20,8,21
Bonvin,0,12,13,11
Chapuisat,17,13,25,19
BEERS,23,22,7,13
HOUSE,10,3,28,1
Spectators,10,21,24,14
incentive,18,8,28,13
cheer,2,4,7,2
beer,7,1,27,13
drinks,3,25,23,15
Nyman,16,26,13,31
Anglert,12,15,22,11
Tunnicliff,10,9,25,28
Chalmers,23,24,16,18
Cooper,11,15,4,20
Welch,23,29,26,28
Jose-Maria,20,2,1,28
Rivero,16,15,25,7
Wills,14,15,20,18
Spence,30,17,4,20
Pinero,30,17,25,16
Mouland,31,23,25,29
REWARDS,9,21,1,15
COUNTRIES,18,1,28,1
FAIR,9,27,19,13
COMMANDOS,7,8,19,1
HAND,27,8,1,1
patrolled,18,5,19,30
warm-up,10,27,7,15
Geoff,20,10,26,20
impressed,12,25,2,2
competitiveness,12,27,1,5
BUS,27,0,25,21
BULGARIA,10,14,12,9
Romanian-registered,31,14,9,18
Rousse,10,14,3,9
Veliko,17,14,0,24
Tarnovo,21,13,14,14
Regulation,13,1,21,12
EC,11,20,26,19
establishing,23,0,1,2
fruit,12,0,18,26
denial,7,5,2,27
MINNETONKA,10,19,12,16
Minn,11,9,30,9
HCFA,14,13,22,19
Administrator,23,5,19,2
coverable,10,22,7,21
Separately,9,1,24,27
favor,26,5,27,13
disputed,22,27,28,2
distrct,1,27,2,2
dispute,12,1,19,21
Gildea,28,2,16,20
recognize,27,25,27,13
Oct.,9,21,19,15
assuming,6,21,19,30
RICHMOND,11,9,30,19
consideration,18,16,28,21
Chapter,17,15,8,31
Bankruptcy,13,5,19,4
striving,12,0,27,27
Richmond-based,13,14,28,0
second-largest,12,8,25,31
lease,23,5,2,21
agreements,13,16,19,2
operates,13,23,18,13
Measles,27,27,28,30
debilitating,12,22,1,26
disorder,12,4,6,21
Medicine,3,17,26,16
colleagues,11,25,1,15
screened,3,5,1,21
Uppsala,20,14,12,24
Lancet,9,20,8,17
journal,1,21,27,13
inflammation,23,23,27,26
diarrhoea,13,22,28,5
abdominal,12,21,2,4
Exposure,3,20,15,4
defects,10,5,2,21
rubella,22,16,23,23
stillborn,2,3,27,23
Confederation,19,20,18,6
MONTHLY,1,21,18,14
TRENDS,9,5,0,1
ENQUIRY,2,5,2,15
Rosemary,31,15,12,20
Bennett,12,12,25,31
shipsales,10,5,18,21
Secondhand,27,0,1,30
vessels,23,22,25,5
Iron,20,2,8,31
Gippsland,11,15,5,12
Sairyu,31,21,24,0
Stainless,14,14,28,31
Fighter,11,1,5,12
flawed,20,20,1,27
significantly,6,16,18,5
milligrams,18,1,28,30
dried,12,27,23,27
powder,23,16,2,13
findings,23,25,28,30
accurate,13,21,28,13
Heart,9,0,5,7
Foundation,18,15,30,0
Lichtwer,29,13,8,7
Pharma,18,2,30,7
Kwai,23,14,12,0
brand,9,4,28,27
volcano-hit,4,21,7,1
assistance,26,5,19,5
designated,30,25,27,13
Administration,28,29,4,19
Montserrat,10,18,3,19
territories,27,1,19,21
volcano,27,31,7,15
Lynda,11,2,26,0
Chalker,23,29,25,27
census,23,27,0,1
Montserratians,13,9,8,11
looms,26,20,23,27
revealed,13,0,27,13
eighth-ranked,22,0,24,15
Second-ranked,1,27,7,2
matchup,2,1,27,15
pits,7,4,7,21
Swede,13,14,28,20
farewell,26,5,7,21
one-match,9,1,25,30
encounter,12,5,7,31
Top-seeded,8,23,27,27
@rd-ranked,3,1,27,13
fortunate,8,25,7,21
joking,13,5,7,2
chipping,12,21,6,21
charging,27,1,18,2
volleying,13,28,1,26
baseline,22,5,18,5
preference,7,20,6,5
lights,12,22,27,13
aces,12,0,24,2
outplayed,10,28,24,2
unfocused,10,27,2,30
calm,10,4,18,21
nervy,12,25,28,31
shanked,10,0,18,4
forehand,12,21,18,30
@-all,13,23,7,26
Masserigne,11,2,27,25
Ndiaye,14,12,25,16
overwhelmed,12,22,19,2
challenging,1,21,19,21
Peacekeepers,12,8,25,2
sight,4,20,6,4
escort,9,4,6,2
ULIMO-J,19,29,8,25
foresees,23,5,1,14
combatants,7,22,25,1
height,9,0,24,1
veiled,12,0,18,11
topple,12,0,23,2
Marxist,25,9,8,0
Sekou,19,24,2,19
Mandela,12,17,13,19
Rottweiler,13,11,30,12
toddler,12,5,24,1
rottweiler,26,5,1,2
savaged,12,23,7,2
two-year-old,0,5,6,13
Booy,12,26,25,11
Vanderbijlpark,8,24,17,25
lying,4,25,24,21
Dogs,23,25,15,15
burglars,23,28,18,21
crime-infested,18,22,24,30
indicators,12,21,7,1
+@.@m,10,21,15,21
@.@yr,3,22,27,14
PPI,3,1,7,1
m;+@.@yr,5,0,23,5
m;-@.@yr,23,4,18,2
+@.@;-@.@,13,20,2,1
Unemployment,7,27,23,2
HUF,13,0,18,13
Jan-July,27,31,2,27
@yr,23,1,2,13
@-yr,23,5,23,5
"@.@,(@-yr",27,21,7,27
@)@,1,0,2,2
Fifty,13,4,2,13
rebels-Interfax,12,5,27,5
reconaisance,6,5,24,15
clashed,26,27,7,2
Minutka,26,10,3,19
Square,24,13,12,27
independently,18,16,25,13
detachment,26,27,2,21
outnumbered,23,5,7,2
blackmailer,23,5,18,1
GDANSK,12,19,11,19
blackmailed,7,25,18,11
anonymous,13,25,7,2
blackmail,0,5,7,27
Sierakowice,10,11,12,10
Interviewed,0,27,24,31
psychologist,4,25,5,21
clothes,8,21,18,13
Kazimierz,31,23,26,24
Socha,28,12,25,19
broad,9,1,19,9
measure,9,5,19,13
CNB,9,24,8,21
sectoral,3,0,7,23
disengagement,12,5,25,2
clip,11,21,6,1
laughing,23,27,19,2
nominee,24,27,19,2
Dmitrieva,10,12,22,11
inaugurated,1,25,2,13
lakelands,10,1,6,30
OSLOBODJENJE,9,7,14,18
dinar,30,5,7,13
Srebrenica,8,14,12,17
Trepca,12,24,12,9
Aleksandrovac,16,9,17,29
DNEVNI,19,6,21,6
AVAZ,7,26,26,9
detain,3,27,18,30
cancel,1,16,2,14
Maribor,12,16,12,9
+@-@-@-@,0,27,18,1
ALKHAN-YURT,18,11,28,9
pounded,23,1,7,30
calmed,23,8,6,1
sporadic,23,8,23,21
explosions,7,27,2,30
Boat,5,25,2,30
Lt.,4,31,24,13
Italo,11,2,1,8
Pineda,23,15,2,28
coconuts,23,22,6,30
rainwater,10,21,5,31
Buenaventura,12,14,12,24
Center,22,26,5,0
Hot,4,25,23,2
laminate,23,25,2,27
laminates,23,0,23,3
Webb,9,24,2,28
jungle,27,31,24,30
LIMA,21,19,0,6
listen,18,25,24,21
passing,23,27,18,21
motorists,27,27,6,2
daubed,22,22,0,27
whereabouts,23,27,27,31
Shining,19,24,14,17
Path,9,29,5,4
severely,24,25,19,1
Abimael,24,15,26,20
conflicts,10,22,19,21
PARAMARIBO,8,18,18,17
Flamboyant,13,27,2,21
Surinamese,1,11,8,31
Ronny,20,15,27,23
bodyguards,4,16,6,4
defended,12,28,24,21
thief,22,27,6,4
buttocks,23,1,6,27
strongman,12,4,24,2
Desi,20,2,12,23
Bouterse,16,15,25,31
occasionally,22,1,24,5
Noisy,2,4,19,26
hideaway,3,5,27,21
wooden,27,28,18,27
planks,23,21,27,30
sawing,23,23,27,2
escaping,22,0,18,5
door,22,8,18,21
collaborators,10,27,27,27
Cheung,11,17,4,20
friction,22,1,7,5
mid-@,23,22,23,15
uranium,12,8,28,3
accuse,7,16,27,2
PA,11,20,8,23
banning,0,27,27,13
NABLUS,10,30,12,19
Director-General,22,1,28,5
Mutawakel,20,24,27,0
censor,9,1,24,15
suppress,12,25,18,2
expression,10,20,19,5
relevent,13,16,2,21
legislations,13,16,18,1
authors,27,27,19,1
Journalist,13,23,2,31
Seale,23,15,13,20
afraid,27,25,28,13
misleading,6,3,2,1
rainstorm,7,27,18,21
brake,12,1,25,14
Ihlas,11,13,8,18
al-Turabi,28,24,13,10
bitter,7,5,1,21
sheltering,12,28,6,21
passorts,12,31,7,1
ISTANBUL,21,14,30,6
shedding,27,5,27,27
IMKB-@,13,14,30,0
Gains,12,0,1,2
Profit-taking,5,1,2,30
Burcin,24,15,1,20
Mavituna,31,17,13,31
cheap,23,16,7,13
attracted,23,25,6,13
pierced,23,21,18,3
Isbank,19,24,8,4
Cukurova,14,18,26,6
outdid,10,5,24,1
losers,23,25,24,26
SA,22,5,28,13
hides,23,0,18,14
veil,13,0,18,13
Kieran,31,29,12,20
LAS,26,14,30,24
CRUCES,27,7,12,16
N.M.,0,27,24,31
swollen,10,20,7,4
wisdom,13,0,19,13
teeth,18,16,6,26
extracted,13,21,2,3
Everybody,12,21,28,4
addiction,13,5,25,1
eats,13,22,27,21
cakes,23,25,18,30
flatly,1,25,19,4
wraps,4,16,24,27
Are,9,25,25,2
kidding,23,5,7,15
fantastic,11,21,19,30
Nikki,11,2,16,23
pageant,2,27,2,13
Very,23,25,5,21
sexy,7,16,19,13
publicists,4,5,6,1
promotional,18,21,27,13
Beauty,7,25,5,13
queens,10,25,7,27
high-profile,12,3,19,27
personalities,10,31,19,27
page,3,25,23,13
spiritually,27,1,2,3
mentally,1,25,2,3
terrific,27,16,23,13
lifestyle,3,27,27,13
regimented,4,23,18,30
workout,0,3,6,13
exist,13,0,19,2
dont,8,25,18,13
Alicia,21,2,4,20
talked,1,25,24,21
attends,1,16,23,2
PONTIAC,10,30,12,29
Mich,10,19,30,12
Aranosian,14,15,29,27
Pontiac,10,11,16,20
Osteopathic,10,15,12,17
Lees,10,9,30,19
Summit,17,15,4,27
paralysed,13,22,7,31
assisted-suicide,13,12,2,27
acknowledged,13,25,19,4
crusade,10,22,7,13
assisted,23,27,2,2
patients,22,25,2,13
multple,23,21,2,31
Siebens,16,15,25,19
amyotrophic,10,1,23,30
lateral,12,21,1,14
Lou,11,2,1,0
Gehrig,16,12,2,20
Curren,0,15,25,27
fatigue,10,23,7,2
syndrome,12,4,7,4
non-terminal,12,23,2,2
Town,3,15,12,16
TX,10,11,16,24
Defiant,0,0,2,3
neo-Nazi,15,21,8,28
Gray,19,17,29,27
HAMBURG,12,19,29,17
Nebraska,18,19,30,9
yelled,13,5,6,21
tirade,3,23,6,21
inciting,3,1,27,30
hatred,18,1,27,21
escorted,9,27,2,2
neo-Nazism,14,11,28,0
anti-Semitic,23,18,8,0
flowing,8,25,2,5
possessed,8,27,12,13
well-oiled,12,22,6,11
honed,4,25,2,31
presiding,8,1,19,1
Guenter,20,2,4,8
Bertram,31,15,25,28
Eager,1,1,7,26
Mauruschat,31,17,2,28
blurted,13,5,7,2
quick-fire,13,20,24,3
diatribe,13,5,18,30
disseminating,12,25,27,5
symbols,12,25,18,2
anti-constitutional,12,22,2,30
subtracted,22,8,23,30
occur,12,16,7,21
speculate,1,25,2,2
preparations,12,25,19,21
anxious,11,25,19,1
Undersecretary-General,8,27,25,30
Yasushi,16,15,1,20
sooner,28,5,27,15
Humanitarian,6,30,5,30
slain,13,28,27,13
handled,12,27,7,2
airfreight,4,1,15,11
ADV,30,29,21,19
Tegel,10,30,3,29
Tempelhof,18,30,12,10
Schoenefeld,10,16,29,16
Dresden,21,30,30,12
Duessseldorf,3,10,30,29
Hannover,10,10,3,19
Koeln,10,26,30,17
Leipzig,10,30,29,19
Halle,18,30,0,9
Muenster,18,30,0,10
Osnabrueck,18,14,30,16
Nuremberg,0,30,22,16
Saarbruecken,21,16,12,9
repeats,1,21,2,27
Company-------------Price---Broker----------------,0,0,27,13
Reiterates,18,8,24,30
recommendation,18,23,2,2
Estimates,13,25,1,30
Dfl,1,11,14,0
whirlwind,23,21,27,13
placards,13,4,6,2
guests,10,22,23,3
Kennedys,11,17,27,28
Quilter,23,12,20,27
triumphant,26,1,27,26
assurances,3,5,7,21
unauthorised,10,1,18,11
assemble,27,21,19,14
veto,12,5,1,13
Comprehensive,31,14,8,31
Ban,13,26,5,24
visualise,12,20,7,26
straining,4,23,1,2
modified,27,1,6,4
objections,31,5,7,2
hegemony,9,16,19,31
constraints,8,16,19,21
rely,3,5,7,4
arsenals,2,1,2,13
sour,0,5,23,21
disquiet,13,22,24,31
origin,13,16,2,23
Siraj,20,15,4,20
interogation,8,8,18,2
bore,22,20,27,26
multiple,22,25,2,31
post-mortem,10,27,1,30
tortured,23,23,27,27
drunk,7,5,27,5
deep,10,1,2,14
Commons,28,26,5,0
assured,3,16,2,13
thorough,23,16,19,2
harassment,13,27,1,2
Criminal,19,20,8,4
Investigation,21,2,5,19
SRINAGAR,12,19,30,17
Jammu,12,30,30,19
clamped,10,1,23,1
abetting,27,23,1,27
militancy,3,0,28,14
infiltrating,8,1,18,3
disturbance,8,5,0,21
noticed,23,27,23,15
mercenaries,4,22,7,2
DSE,9,24,8,9
all-share,28,1,19,30
Cables,9,0,3,29
Apex,19,20,8,23
Tannery,9,30,30,0
edge,20,20,7,21
short-covering,10,16,7,13
industrialists,4,23,1,1
CRR,7,5,27,30
Rangarajan,21,23,1,15
instrument,13,1,18,13
regulate,12,25,19,13
reducing,12,1,19,5
context,4,27,27,13
viable,28,25,1,15
devoted,12,16,19,4
heaps,27,1,6,21
honours,23,1,27,13
regards,27,1,19,21
saint,10,23,27,26
descent,27,27,18,23
joy,23,1,6,30
fulfilment,3,0,25,5
neglected,23,25,7,21
pity,23,16,1,4
diminutive,13,28,7,21
respiratory,27,4,27,5
slums,10,23,2,1
densely-populated,4,23,7,30
characteristically,13,0,18,30
deteriorate,5,16,7,3
pacemaker,23,27,27,3
Superior,22,21,27,1
ribs,11,20,2,27
complicated,3,25,2,21
fractured,5,23,27,3
collar,22,5,18,3
frailty,13,22,7,30
arthritis,23,25,2,2
eyesight,23,25,7,13
travels,13,21,18,21
mingle,13,27,19,21
desperate,10,31,19,5
Agnes,20,2,1,23
Goinxha,16,15,2,24
Bejaxhiu,28,26,25,11
deeply,7,16,18,21
novitiate,10,23,27,5
teach,10,25,19,5
geography,10,31,18,5
divine,10,0,27,13
interviewer,13,25,24,21
belonged,22,22,27,21
superior,12,16,19,15
slum,8,5,18,23
Saint,10,25,19,13
Therese,23,23,4,28
Child,12,5,19,13
Jesus,16,15,27,28
Hindu,6,15,8,0
penniless,11,0,27,31
documentary,8,27,19,1
myth,12,21,27,30
mixture,12,27,24,26
hyperbole,12,1,7,30
credulity,8,27,2,1
FOCUS-News,1,1,15,31
alien-led,12,22,5,31
Hickey,4,24,25,10
attainable,9,21,27,5
soothed,23,25,7,1
pre-abnormals,12,23,2,30
Lachlan,24,15,1,20
Higher,27,31,1,30
newsprint,13,1,19,27
Throughout,7,5,19,13
Advertising,9,25,15,2
surprises,18,5,27,21
inserts,0,1,2,5
Guide,30,26,4,0
dramatically,1,22,27,5
demise,13,5,1,5
Agreement,31,1,5,24
publishers,9,25,19,2
spotlight,27,25,15,13
understatement,12,23,18,3
useful,27,25,18,26
contribution,27,25,19,26
consolidation,23,0,28,5
unduly,23,25,1,21
restrict,23,0,24,13
ambiguous,12,5,19,21
wholesale,5,16,18,26
Fixed,13,5,23,31
ODV,6,15,26,29
preventative,13,21,7,13
maintenance,23,31,6,26
upgrading,10,21,6,27
revaluation,13,5,1,13
undertaken,13,16,19,27
disclosure,27,25,7,13
Commerce,28,0,5,0
Thais,23,5,5,1
breaker,22,25,7,2
manhunt,22,27,27,4
possession,10,12,7,21
Westlake,0,24,2,7
sucessful,27,21,1,13
outskirts,10,21,2,2
corrections,23,27,19,13
chained,0,1,27,5
breakouts,12,22,25,13
Westerners,25,14,28,0
specialised,7,8,25,14
FRCD,13,1,25,5
certificate,7,21,2,13
sole,5,25,24,3
arranger,9,5,2,15
HSBC,19,13,8,18
facility,23,5,7,2
tenor,12,5,2,1
pays,11,25,27,14
coupon,7,21,18,13
Offered,9,21,24,13
Clearing,26,25,19,13
Moneymarkets,19,29,5,19
Unit,9,30,30,20
nitrofuran,1,20,2,30
usage,5,21,18,5
chicken,7,5,6,1
Chua,20,15,26,10
ringgit,10,31,2,13
INDONESIAN,26,9,8,28
Around,3,21,19,15
composite,3,31,7,3
bargain-hunting,13,8,7,2
big-capitalised,3,4,5,23
secondliners,10,27,6,30
WATCH,13,27,25,1
Packaging,1,21,15,5
Indah,28,30,5,29
Makmur,30,10,30,29
VDH,18,18,4,0
Teguh,26,30,4,30
Sakti,9,2,30,19
subsidiary,0,1,27,26
Singapore-listed,22,21,30,0
Der,11,30,5,29
Privately-owned,4,8,12,5
Duta,9,30,4,0
syndicated,27,1,23,3
reshuffle,7,27,1,27
Ciputra,19,9,8,18
CHANGE,27,27,25,26
HIGH,10,21,25,2
LOW,23,22,23,30
POINTS,23,5,23,1
FOREIGN,5,8,5,1
EXCHANGE,5,16,18,13
BULLION,27,8,6,30
Pound,1,25,23,2
*INDICES,22,12,6,30
USED,13,5,18,1
THEIR,23,22,7,23
ALL-TIME,13,20,18,23
CLOSING,23,28,7,23
HIGHS,5,22,19,1
FTSE-@,3,11,8,28
DAX-@O,14,18,30,18
All-Ordinaries,3,26,5,11
Hang,17,9,8,0
Seng,14,9,5,12
hails,11,8,1,23
Rostislav,11,17,24,20
Khotin,19,3,25,31
celebrates,3,1,27,15
hailing,8,0,19,2
achievement,27,21,1,13
achievements,1,21,27,31
preservation,3,25,27,13
harmony,21,27,2,2
Leonid,20,15,26,25
televised,1,1,24,2
situations,12,8,7,21
civilised,27,27,28,27
hyper-inflation,27,0,7,1
turnaround,5,0,6,5
Adelbert,28,2,1,28
Knobl,30,24,10,27
Fund,9,26,4,0
proud,23,25,19,21
much-postponed,23,16,23,23
top-level,4,0,2,3
delegation,9,1,19,31
Hennady,23,10,26,24
Udovenko,10,26,20,18
overreacting,12,27,19,2
bridge,23,27,2,21
Westernising,23,11,8,12
aim,11,16,24,13
integration,13,4,1,5
economically,4,25,19,2
oriented,3,25,19,2
grouping,0,31,19,1
Oldest,7,20,0,5
@th-century,10,23,6,30
disappeared,27,27,27,1
archives,10,21,7,13
grateful,26,25,6,21
civilisation,22,21,27,27
inventing,7,23,27,1
photocopies,7,27,27,1
Gazeta,29,7,8,19
Shqiptare,9,18,30,29
clamp,5,21,6,5
unimported,1,25,25,14
fines,12,16,6,21
liberalising,18,0,1,26
impetus,18,1,1,5
tranfers,3,21,2,3
experienced,3,25,18,2
Solovyov,28,26,10,11
big-screen,13,1,1,11
grossed,23,4,18,2
domestically,23,16,2,2
Inc-owned,24,24,5,24
Forrest,20,9,8,31
Gump,26,31,21,0
Cruise,31,2,1,25
reprise,12,27,2,2
roles,13,21,18,4
co-producer,12,1,27,2
Academy,15,14,9,0
Award-winning,13,30,21,17
screenwriter,12,5,18,2
write,12,25,18,2
Palma,31,17,2,20
crack,20,5,6,13
singled,26,25,1,21
entertaining,3,5,1,26
Variety,30,26,4,9
CRAWLEY,16,10,4,18
FORCED,23,27,18,26
SIT,23,27,23,1
practice,23,25,2,13
sessions,22,20,2,1
Penberthy,16,28,4,18
HOPES,22,16,28,13
RETURN,7,8,5,1
ALL,10,25,19,1
SPONSORS,4,5,19,2
CASH,12,8,2,31
RAVANELLI,23,15,1,20
SHIRT,1,5,24,11
DANCE,12,5,5,31
Fabrizio,11,29,5,29
sponsor,21,22,19,13
Having,13,28,15,2
besides,4,25,18,4
Aussies,13,11,8,31
straight-set,12,20,18,2
Unseeded,12,12,19,2
noteworthy,12,16,1,31
quarter-final,12,25,28,13
Put,12,25,7,2
wake,10,21,24,21
routines,12,16,18,21
happier,10,25,6,3
mental,10,25,28,4
letdowns,26,27,6,2
serves,10,16,27,4
MULDER,28,2,12,15
Japie,11,23,1,20
Durban,10,30,21,9
spasms,7,31,25,5
Springbok,13,20,8,21
skipper,0,16,12,15
Teichmann,23,17,25,10
thigh,22,16,25,13
Transvaal,9,18,7,25
alongside,9,8,6,2
Danie,30,24,12,20
Schalkwyk,28,24,25,31
Wing,12,21,7,31
Pieter,11,2,26,18
Hendriks,12,24,25,31
line-up,10,31,28,1
Ijaya,21,2,24,29
Gang,12,26,25,7
INJURED,8,27,2,30
CHANDA,31,24,1,18
RUBIN,19,15,13,19
Promising,31,20,7,30
Chanda,20,23,1,20
misfortune,3,23,1,21
toughest,8,8,25,5
assignments,8,21,19,13
Becker,23,24,25,28
doubleheader,4,1,7,30
SORRENTO,28,2,1,8
ROUTS,7,25,6,1
Norm,11,15,16,20
seal,8,0,18,21
Griffey,24,28,25,20
stroked,9,25,18,15
back-to-back,9,21,27,5
Rocky,24,24,26,24
touched,8,16,27,15
scoreboard,11,25,7,2
Things,0,25,7,5
slams,12,23,2,1
dwell,10,5,7,2
Clemens,14,29,26,28
@-inning,23,5,19,13
shutout,10,1,18,2
longest,12,21,19,13
pitched,22,1,7,30
Reliever,22,8,2,4
battered,1,5,18,1
Rogers,12,12,25,28
Finley,18,17,22,31
four-game,5,1,23,30
halted,8,21,27,31
seven-game,9,1,25,21
Belcher,16,12,20,27
contests,26,5,19,1
covering,13,0,19,13
SPORTING,14,29,14,6
START,20,5,2,23
SC,26,20,8,16
right-foot,12,8,6,3
Nail,11,17,12,0
Besirovic,12,17,22,19
Vidigal,11,12,22,10
Hadji,11,24,13,0
PAULI,22,18,29,19
POINT,22,5,24,26
LATE,22,21,24,1
FIGHTBACK,7,21,19,5
tipped,13,27,27,21
second-half,3,21,7,5
fightback,3,23,7,5
raced,13,4,7,13
Trulsen,30,12,31,31
Springer,16,24,25,28
Sabotzik,16,23,2,31
dazzling,9,22,24,2
build-up,24,21,7,8
in-form,9,5,6,30
Harald,19,23,12,8
Spoerl,24,15,2,10
SALAH,20,10,1,20
HISSOU,31,24,25,7
Haile,11,15,26,20
Gebreselassie,23,26,4,10
Hengelo,12,30,12,16
min,7,21,6,15
smashed,11,4,24,30
bettered,11,27,2,21
middle-distance,31,5,2,2
maternity,12,16,19,13
richest,10,25,7,4
kilo,10,4,23,30
fortnight,12,25,6,2
laid,12,0,2,14
comparable,27,16,27,5
enjoyed,10,27,7,5
EVOLUTION,1,28,2,5
Evolution,10,5,27,2
Wachtel,23,15,25,11
unofficial,3,22,24,13
adjusted,23,27,23,3
Willison,3,17,13,10
Coles,12,24,13,31
Mason,10,17,2,10
Webster,16,15,30,19
MITCHELL,11,2,20,28
UPSTAGES,7,27,7,1
TRIO,7,22,2,1
trio,13,1,2,13
lucrative,12,5,2,2
limp,23,25,7,15
hurdler,8,27,2,1
relish,0,5,2,4
dominating,4,1,7,2
wind,4,25,1,1
pelting,27,31,18,30
hurdlers,9,16,2,4
Jamaican,7,14,30,20
costly,12,21,1,3
Golden,26,2,8,31
jackpot,31,25,7,5
Ilke,31,29,26,8
Wyludda,19,28,13,10
Ellina,11,29,4,20
Franka,24,2,1,20
Dietzsch,16,29,2,14
Sadova,27,26,4,11
Mette,24,10,27,18
Bergmann,23,24,13,28
Nicoleta,31,10,4,20
Grasu,16,12,22,6
Chernyavskaya,31,26,11,0
Yatchenko,2,29,20,31
Engquist,0,12,29,19
Yulia,31,2,1,20
Graudin,10,24,20,31
Baumann,28,15,31,18
Girard-Leno,10,26,2,24
Dawn,11,23,24,20
Bowles,10,26,8,6
Asselman,10,26,22,27
Hubert,24,10,16,20
Grossard,16,11,8,16
N'Senga,31,28,8,27
Lisabeth,31,3,30,20
Roberta,11,23,4,20
Brunet,16,26,0,28
Fernanda,11,29,4,24
Ribeiro,10,12,10,19
Barsosio,0,24,8,28
Paula,11,29,26,24
Radcliffe,14,26,2,24
Vaquero,23,15,31,28
Catherine,20,29,5,20
McKiernan,23,9,25,27
Annette,21,2,4,20
Peters,10,12,29,31
Konga,10,15,30,27
Donovan,24,10,26,28
Bruny,31,2,1,28
Surin,23,13,25,20
Adkins,10,9,2,11
Samuel,31,17,27,24
Matete,16,24,2,10
Rohan,11,10,16,15
